thumb href,tagItemTitle href,speakerName,genericItemIntroText,specialty_codes href,specialty_codes,specialty_codes href (2),specialty_codes (2),specialty_codes href (3),specialty_codes (3),specialty_codes href (4),specialty_codes (4),specialty_codes href (5),specialty_codes (5),specialty_codes href (6),specialty_codes (6),specialty_codes href (7),specialty_codes (7),genericItemIntroText (2),specialty_codes href (8),specialty_codes (8),genericItemIntroText (3),specialty_codes href (9),specialty_codes (9),specialty_codes href (10),specialty_codes (10),specialty_codes href (11),specialty_codes (11),specialty_codes href (12),specialty_codes (12),specialty_codes href (13),specialty_codes (13),specialty_codes href (14),specialty_codes (14),specialty_codes href (15),specialty_codes (15),genericItemIntroText (5),genericItemIntroText (7),priceRange
https://www.ovations.com.au/speakers/tommy-dean,https://www.ovations.com.au/speakers/tommy-dean,Tommy Dean,"An American born and bred, Tommy Dean has the unique edge of being an American who understands Australia, its audiences and above all what makes us laugh. He has proved to be incredibly popular with audiences across the nation and is firmly established as one of Australia's most sought after comic performers and writers. In much demand on the live circuit, Tommy is a regular headline act in comedy ...",https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/liz-deep-jones,https://www.ovations.com.au/speakers/liz-deep-jones,Liz Deep-Jones,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,https://www.ovations.com.au/speaker-filter-search-results/speakers/Indigenous%20Affairs,INDIGENOUS AFFAIRS,,,,,,,"Liz Deep-Jones established herself as a journalist and presenter on SBS TV's premier nightly sports program, Toyota World Sports. Her warm and bubbly personality made her an appealing and favoured celebrity by the viewing public. Liz has secured many high profile and memorable interviews during close to 20 years of media coverage in Australia, including the likes of Socceroos coach Graham Arnold, ...",,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/jack-delosa,https://www.ovations.com.au/speakers/jack-delosa,Jack Delosa,"Jack Delosa is a Gen Y entrepreneur and investor and was recently described by Sunrise as 'The Young Aussie Millionaire That Didn't Finish Uni'. Still in his twenties his career has spanned business, media and politics. From having his company listed in the Fastest 50 Start-Ups in Australia, to raising over $5m for his personal clients and acquiring businesses with his panel of investors, Jack D ...",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Generations,GENERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/tara-dennis,https://www.ovations.com.au/speakers/tara-dennis,Tara Dennis,"Home is where Tara loves to be more than anywhere, so her inspiration and creativity comes from wanting to make the things she lives with each day as good and comfortable as they can possibly be. In 2006 Tara has moved to Channel 7 to be part of the new Better Homes and Gardens television and magazine team. Along with Johanna Griggs, Graham Ross and the rest of the team, Tara presents a weekly ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/steven-di-pietro,https://www.ovations.com.au/speakers/steven-di-pietro,Steven Di Pietro,"Steven runs a mystery shopping business employing 30,000 contractors around Australia and NZ. He has set up 5 businesses, including a mortgage operation in the USA when working of Macquarie Bank. It is his obsession to connect purpose and performance both on a personal and organisational level. He works through connections by unveiling organisational and personal truth. Steve is a keynote speaker ...",https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/michael-diamond,https://www.ovations.com.au/speakers/michael-diamond,Michael Diamond,"Mike Diamond rose to prominence in 1996 when he won Gold in the Men's Trap rifle shooting at Atlanta. He repeated the effort in Sydney four years later and also took Gold at the Commonwealth Games in 2002 at Manchester. Mike was also World Champion in the event in 1999, 2000 and 2001. ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/ernie-dingo,https://www.ovations.com.au/speakers/ernie-dingo,Ernie Dingo,"Ernie Dingo has earned enormous respect as a performer capable of extraordinary versatility. His talents as an actor, television host, reporter and comedian have made him one of Australia's best-known and most-loved performers. Ernie has been on Australian TV screens for many years and has won a range of awards including Aboriginal of the Year, the General Division of the Order of Australia and a ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/geraldine-doogue,https://www.ovations.com.au/speakers/geraldine-doogue,Geraldine Doogue,"Geraldine Doogue is a renowned Australian journalist and broadcaster. With a unique approach - making complex issues accessible - Geraldine tackles subject matters with an infectious optimism, humour and warmth. Geraldine Doogue is now the host of Radio National 's Life Matters program, which has pioneered coverage of patters of major social change in Australian society. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/brennon-dowrick,https://www.ovations.com.au/speakers/brennon-dowrick,Brennon Dowrick,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,"Brennon Dowrick is an Ex pommel horse Olympian. With every presentation Brennon brings his pommel horse and does a display at the end which always goes down as the most memorable part of each conference. His talk does have a humorous element as he discusses on how hard it is to be taken seriously as a man in tights, although when you see the strength and balance involved in the routines it is awes ...",,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/james-dunn,https://www.ovations.com.au/speakers/james-dunn,James Dunn,"James Dunn is a freelance finance journalist and media consultant. He writes for The Australian, Mortgage & Finance Brief, Investor Weekly and IFA magazines, the online magazines thebull, SmartCompany, eFinancialCareers and SuperLiving, as well as the global credit magazine Creditflux, and is a regular finance commentator on Australian radio and television. James' first book, now in its second pub ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/kirsty-dunphey,https://www.ovations.com.au/speakers/kirsty-dunphey,Kirsty Dunphey,"Kirsty Dunphey has first and foremost always been entrepreneurial. In 2002 Kirsty was named as the National Winner of Telstra's Young Business Woman of the Year Award. With two businesses and two part time jobs under her belt by the age of 16 to her own real estate agency at 21 Kirsty has been described as ""Little bit Aussie Battler, Little bit Sassy Entrepreneur"". ...",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/bianca-dye,https://www.ovations.com.au/speakers/bianca-dye,Bianca Dye,"From the big-top circus to the Australian airwaves, newspaper columns, red carpets and the small screen, Bianca Dye has added a special electricity to the media entertainment industry in Australia. Gorgeous, witty and a little bit naughty, Bianca won the No.1 spot with her radio show on NOVA 96.9FM - beating her idol John Laws. While presenting on NOVA, Bianca became the only female radio prese ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/gary-eck,https://www.ovations.com.au/speakers/gary-eck,Gary Eck,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,"Gary has performed all over the world including Singapore, Hong Kong, New York, Los Angeles, Londons Comedy Store,and the Edinburgh Comedy Festival. He is a highly sought after act in both the corporate and entertaining arena, where he is recognised for his ability to specifically tailor his MC and comedy material to suit your company and occasion. For a change of pace why not consider Gary as a ...",,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/benny-elias,https://www.ovations.com.au/speakers/benny-elias,Benny Elias,"Ben Elias is best known for his outstanding Rugby League football career. There is however, a lot more to Ben Elias than football. Behind the Balmain Tigers most capped player is a very astute businessman. A confident and relaxed speaker, polished by his exposure through television, radio and print media. Ben can draw from achievements as both a businessman and an athlete. ...",https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/mark-ella,https://www.ovations.com.au/speakers/mark-ella,Mark Ella,"The name Ella is synonymous with Rugby Union. Mark Ella played for Sydney, New South Wales and represented Australia 25 times, and Captained 10 sides. His profile and reputation precede him wherever he travels. In 1998 Mark was selected coach of Australian Sevens Team to represent at the Commonwealth Games in Kuala Lumpur winning a Bronze medal. With achievements such as, 'Young Australian of ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/liz-ellis,https://www.ovations.com.au/speakers/liz-ellis,Liz Ellis,"As Australia's most capped Netballer, Liz Ellis has received numerous netball awards - Most Valuable player, Players Player of the year and also Goal-keeper of the year. She has made numerous appearances on Channel 7 Sportsworld, Sunrise, 2003 Rugby World Cup coverage, as well as ABCs The Fat and The Glasshouse. Liz is a former lawyer, business owner and board member. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/larry-emdur,https://www.ovations.com.au/speakers/larry-emdur,Larry Emdur,"Larry Emdur is one of Australia's most multi-talented media personalities. A much sought after compere, keynote speaker and facilitator, Larry has been described by clients as ""brilliant"", ""humorous"" and ""charismatic"". Extremely popular, Larry's professionalism, versatility, engaging manner and genuine warmth make him ideal for any corporate event. He also presents a unique Corporate Game Show des ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/saul-eslake,https://www.ovations.com.au/speakers/saul-eslake,Saul Eslake,"Saul Eslake is the Chief Economist at the Australian and New Zealand Banking Group (ANZ) and is a member of ANZ's Group Asset and Liability Committee. Mr Eslake is also a Director of the University of Tasmania Foundation and Chair of the Tasmanian Arts Advisory Board. He serves on three Federal Government advisory panels & the Trade Policy Advisory Council, the Foreign Affairs Council and the ...",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/ellen-fanning,https://www.ovations.com.au/speakers/ellen-fanning,Ellen Fanning,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,https://www.ovations.com.au/speakers/facilitation,FACILITATION / MODERATOR,,,,,"In her 20 years as a journalist, Ellen Fanning has reported from locations as diverse as the North Pole, the White House, an airline refuelling fighter jets over Bosnia and a Collins Class submarine deep in the Indian Ocean. Currently the host of The Observer Effect on SBS Sunday evenings, Ellen has served as the ABC's Washington correspondent, a reporter on 60 Minutes and was the last presenter ...",,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/pat-farmer,https://www.ovations.com.au/speakers/pat-farmer,Pat Farmer,"Pat Farmer has transformed his interest of ultra-marathon running into a professional career - setting and breaking world records at events globally, while simultaneously raising funds for charities and medical research programs. A high profile leader, acknowledged for an enviable media following, positive 'brand' awareness, and the influence to unite and inspire action for a vision or solution. P ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/leigh-farnell,https://www.ovations.com.au/speakers/leigh-farnell,Leigh Farnell,"Leigh Farnell is an international author, business development consultant and agent of change. With his background in large and small business combined with radio, theatre and television, he makes sure education is entertaining. Leigh is author of DO BETTER NOW... 150 Ways To Lift Your Personal And Business Life, The Relationship Factor in Business and the Breakthrough Management Programmes. ...",https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speaker-filter-search-results/speakers/Characterisation%20/%20Hoax%20/%20Impersonations,CHARACTERISATION / HOAX / IMPERSONATIONS,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,https://www.ovations.com.au/speakers/sales,SALES,,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/nick-farr-jones,https://www.ovations.com.au/speakers/nick-farr-jones,Nick Farr-Jones,"Articulate and intelligent, Nick Farr-Jones is a natural leader whose ability to motivate was clearly demonstrated in the Wallabies proven success record. Captain of the team which brought home the Rugby Union World Cup in 1991, the 1992 Bledisloe Cup and which convincingly defeated the Springboks in August 1992, Nick was Australia's most capped scrum half and its most capped captain. ...",https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/kurt-fearnley,https://www.ovations.com.au/speakers/kurt-fearnley,Kurt Fearnley,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Adversity,ADVERSITY,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speaker-filter-search-results/speakers/Diversity,DIVERSITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Resilience,RESILIENCE,,,"Kurt Fearnley is a three time Paralympic gold medalist and two time Commonwealth Games gold medalist. He has won over 40 marathons, including New York, Chicago and London in a career spanning more than 20 years. In 2009 Kurt crawled the Kokoda track, in Papua New Guinea, to raise awareness of men’s health. Kurt was also a member of the winning Sydney to Hobart yacht crew, Investec Loyal, in 2012. He is New South Wales Australian of the Year for 2019.",,,,,,,,,,,,,,,,,,,,5000-10000
,https://www.ovations.com.au/speakers/paul-featherstone,Paul Featherstone,"Paul's presentation is not just about him, but about his team of fellow ambulance officers, an underpaid, under-appreciated brigade who are called on to tackle some of the worst situations of human experience, and whose lives are totally geared to helping their fellow humans. Paul was involved in the rescue of the Tasmanian miners. ...",https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/tim-ferguson,https://www.ovations.com.au/speakers/tim-ferguson,Tim Ferguson,"Tim Ferguson is one of Australia's most prominent comedians who has achieved international success on a scale matched by few. He is also one of Australia's most accomplished performers and writers. Currently the host of the Ten Network's UNREAL TV and Foxtel's SPACE CADETS, he has more than twenty international festivals and a dozen television series under his belt. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/richard-fidler,https://www.ovations.com.au/speakers/richard-fidler,Richard Fidler,"Formerly a member of Australian comedy trio, The Doug Anthony Allstars (DAAS), Richard worked as co-writer and performer for several TV series with DAAS, in Australia and the UK. In ""Race Around the World"", eight young Australians are chosen each year to travel around the world for one hundred days. They make a short mini documentary of their experiences, in a new country every ten days. The 19 ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/owen-finegan,https://www.ovations.com.au/speakers/owen-finegan,Owen Finegan,"Owen Finegan's dry wit is matched only by his rugged good looks hence the nickname Ã¢Â€ÂœMelonÃ¢Â€Â. Although a niggler and supreme practical joker with the Brumbies and Wallabies, Finegan was a true game breaker. It's been often said that when Finegan played well, the Wallabies played well. The big, strong, bruising backrower had a special try scoring talent and that was no more evident th ...",https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/john-fitzgerald,https://www.ovations.com.au/speakers/john-fitzgerald,John Fitzgerald,"As a player, John's greatest career highlights came during the 11 years he represented Australia in the Davis Cup. During this time he put his stamp on Australian tennis. He took the honours on a number of occasions and his career was filled with many fist pumping triumphs. He held the Number 1 ranking in Australia, represented his country in 2 Olympic Games (Seoul and Barcelona), won 6 ATP TOUR ...",https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/damien-fleming,https://www.ovations.com.au/speakers/damien-fleming,Damien Fleming,"Damien is an ex Aussie Test Cricket player who played in the 1999 World Cup Victory Match. He's an inspirational, motivating and entertaining speaker who addresses issues such as leadership, team work, mentoring & communication. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/jane-flemming,https://www.ovations.com.au/speakers/jane-flemming,Jane Flemming,"Golden girl Jane Flemming is one of Australia' most loved sporting legends. During her career the dual Olympian won two Commonwealth Games Gold Medals, countless national titles and broke literally hundreds of records over a period of 15 years in elite competition. Jane's athletic success is mirrored in her commercial life with successful business ventures including the conception and marketing of ...",https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/lisa-forrest,https://www.ovations.com.au/speakers/lisa-forrest,Lisa Forrest,"Since retiring from competitive swimming, Lisa has become a popular media figure, hosting a large number of television shows, commentating on sports events and presenting a late night program on ABC radio. In 2000 Lisa released her first novel,Making The Most Of It, which is based on her swimming experiences. A compelling and very readable story, the book deals with a number of very big themes - t ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/graham-foster,https://www.ovations.com.au/speakers/graham-foster,Graham Foster,"Using his 40 years business experience right up to CEO & Director of CRT Ltd, Retravision Australia, Dick Smith Electronics, Graham has a Sales/Profit presentation that will literally change ANY corporate bottom line. He shares easy-to-implement, proven strategies that have been refined in over 3,500 high energy presentations worldwide in 180 cities in 30 Countries on four Continents. You can be s ...",https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/iven-frangi,https://www.ovations.com.au/speakers/iven-frangi,Iven Frangi,,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Franchise,FRANCHISE,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speaker-filter-search-results/speakers/Negotiation,NEGOTIATION,https://www.ovations.com.au/speakers/sales,SALES,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,"Iven has a background in psychology and is a graduate in marketing. In sales he has been a qualifying member of the ""Million Dollar Round Table"" and as the youngest regional manager at Australia's fastest growing Life Insurance Company looked after over 50 branches and a team with production in excess of $15 million annually.",,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/adam-fraser,https://www.ovations.com.au/speakers/adam-fraser,Adam Fraser,,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,,,"Let's face it, life is getting faster and faster and shows no signs of slowing down. Business is more competitive now than any other time in history. Companies and individuals now more than ever need to out create, out innovate and out market their competition. The result of this is a workforce that is having serious issues around sustaining high performance. 83 percent of employees are indifferen ...",,,,,,,,,,,,,,,,,,,,5000-10000
,https://www.ovations.com.au/speakers/shannon-fricke,Shannon Fricke,"Shannon has been with The LifeStyle Channel for over five years and was voted Favourite Female Subscription Television Presenter at the 2005 ASTRA Awards. Her first book, Sense of Style: Colour was published in September 2006 and her second book, Sense of Style: Space will be released later this year. She is a jeans and t-shirt girl, whose genuine warmth and natural style is infectious. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/luke-fryer,https://www.ovations.com.au/speakers/luke-fryer,Luke Fryer,"Luke Fryer epitomises the young, bold entrepreneur. At 11, Fryer started a car wash from his local garage, which at its peak had 14 people squeezing sponges and wrestling high-powered hoses. After completing his high school certificate at Newington college, Luke juggled a full-time job as the wholesale/ retail franchise manager for Australian Geographic, as well as studying a bachelor of business ...",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/john-anderson,https://www.ovations.com.au/speakers/john-anderson,John Anderson,"In 1962, John Anderson founded Contiki Holidays with just 25 pounds in his pocket. Today, Contiki is one of the world's leading travel groups operating throughout Europe, America, Canada, Australia and New Zealand. The creation of Contiki is an incredible success story. When he sold the company a few years ago it was firmly established as an international 'brand' name. John's story is inspiration ...",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/sales,SALES,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/anna-gare,https://www.ovations.com.au/speakers/anna-gare,Anna Gare,"Anna Gare is recognised as one of the most popular female chefs on Australia's Life Style Food Channel. She has recently featured in three consecutive series of the very successful 'The Best in Australia' program, co-starring with celebrity chefs Ben O'Donoghue and Darren Simpson. Her work in television cooking shows has allowed Anna to combine her natural flair as a performer with her passion for ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Chef,CHEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/julie-garland-mclellan,https://www.ovations.com.au/speakers/julie-garland-mclellan,Julie Garland McLellan,Julie Garland McLellan has been described as one of the leading strategists working at board level in Australia. She provides her audiences with up to date insights on how the best directors govern their organisations. Julie is also a sought after presenter at governance and strategic forums. ...,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/gabriel-gate,https://www.ovations.com.au/speakers/gabriel-gate,Gabriel Gate,"Gabriel Gate is a chef with an international reputation as a cookery author, television presenter and cookery teacher. As most people probably know, Gabriel Gate is a cookbook writer with an international reputation. His 18 cookbooks have sold over 1 million copies in Australia alone. He was also seen weekly on Channel 10's Good Morning Australia with Bert Newton and show on SBS Taste le Tour de ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
